ID,package,version,description,PoCGen,PoCGen_GLM,PoCGen_CodeQL_Result_Num,CodeQL_vanilla,Dynamic Source Export,Source Agent,Sink Agent,CallEdge Agent,CodeQL_Enhanced,Lines of code
GHSA-v2mw-5mch-w8c5,canvg,4.0.2,canvg Prototype Pollution vulnerability,,,125,no sarif,no export api,,,,,no loc
ghsa-v39h-qm32-8gwq,,,,,,no sarif,no sarif,no export api,,,,,no loc
GHSA-v88g-cgmw-v5xw,ajv,6.12.2,Prototype Pollution in Ajv,,(api-error),no sarif,no sarif,no export api,,,,,no loc
GHSA-v9mx-4pqq-h232,bun,1.1.29,Bun has an Application-level Prototype Pollution vulnerability in the runtime native API for Glo,,,0,no sarif,no export api,,,,,no loc
GHSA-v9p9-535w-4285,litespeed.js,0.3.11,Prototype Pollution in litespeed.js and appwrite/server-ce,,(api-error),no sarif,no sarif,no export api,,,,,no loc
GHSA-vg6v-jcg3-5mp7,@aofl/cli-lib,3.14.0,@aofl/cli-lib Prototype Pollution vulnerability,,y,1,no sarif,no export api,,,,,no loc
GHSA-vhxc-fhm5-qcp9,bodymen,1.1.1,Prototype Pollution in bodymen,,(api-error),no sarif,no sarif,no export api,,,,,no loc
GHSA-vpgw-ffh3-648h,fullpage.js,4.0.1,Prototype Pollution in fullpage.js,,(api-error),no sarif,no sarif,no export api,,,,,no loc
GHSA-vrr3-5r3v-7xfw,casperjs,1.1.4,Improperly Controlled Modification of Dynamically-Determined Object Attributes in casperjs,,(api-error),no sarif,no sarif,no export api,,,,,no loc
GHSA-vvv8-xw5f-3f88,mout,1.2.3,Prototype Pollution in mout,,,2,no sarif,no export api,,,,,no loc
GHSA-vwhq-pm3r-fjm9,steal,2.3.0,steal vulnerable to Prototype Pollution via key variable in babel.js,,,4,no sarif,no export api,,,,,no loc
GHSA-vxr4-rxw7-g7v6,comb,2.0.0,Prototype Pollution in comb,,(api-error),no sarif,no sarif,no export api,,,,,no loc
GHSA-w457-6q6x-cgp9,handlebars,4.2.2,Prototype Pollution in handlebars,,(api-error),no sarif,no sarif,no export api,,,,,no loc
GHSA-w58v-r3cp-qr93,@amoy/common,1.0.10,@amoy/common v was discovered to contain a prototype pollution via the function extend,,y,4,no sarif,no export api,,,,,no loc
GHSA-wc4x-qmr2-rj8h,steal,2.3.0,steal vulnerable to Prototype Pollution via alias variable,,,94,no sarif,no export api,,,,,no loc
GHSA-wg6g-ppvx-927h,cached-path-relative,1.0.2,Prototype Pollution in cached-path-relative,,(api-error),no sarif,no sarif,no export api,,,,,no loc
GHSA-whpx-g542-7c7v,@cat5th/key-serializer,0.2.5,@cat5th/key-serializer Prototype Pollution vulnerability,,(api-error),4,no sarif,no export api,,,,,no loc
GHSA-wjpc-cgvw-xx23,sey,0.3.0,Prototype Pollution in sey,,,no sarif,no sarif,no export api,,,,,no loc
GHSA-wvr2-q86m-6whp,baobab,2.6.0,Baobab vulnerable to Prototype Pollution,,y,5,no sarif,no export api,,,,,no loc
GHSA-wwxh-74fx-33c6,@aedart/support,0.6.0,"Possible prototype pollution in metadata record, when using meta decorator",,,81,no sarif,no export api,,,,,no loc
GHSA-wxfj-84xf-7gxv,utilities,1.0.6,mde utilities contains Prototype Pollution,,y(api-error),4,no sarif,no export api,,,,,no loc
GHSA-wxgw-qj99-44c2,node-forge,0.9.2,Prototype Pollution in node-forge util.setPath API,,,no sarif,no sarif,no export api,,,,,no loc
GHSA-x2w5-725j-gf2g,convict,6.2.2,Prototype Pollution in convict,,(api-error),no sarif,no sarif,no export api,,,,,no loc
GHSA-x3cc-x39p-42qx,fast-xml-parser,4.1.1,fast-xml-parser vulnerable to Prototype Pollution through tag or attribute name,,,3,no sarif,no export api,,,,,no loc
GHSA-x3m3-4wpv-5vgc,requirejs,2.3.6,jrburke requirejs vulnerable to prototype pollution,,(api-error),2,no sarif,no export api,,,,,no loc
GHSA-x5m8-2r8v-8f97,libnested,1.5.1,Prototype Pollution in libnested,,(api-error),no sarif,no sarif,no export api,,,,,no loc
GHSA-xcvv-84j5-jw9h,assign-deep,0.4.6,Prototype Pollution in assign-deep,,(api-error),no sarif,no sarif,no export api,,,,,no loc
GHSA-xg68-chx2-253g,jquery-deparam,0.5.3,Prototype Pollution in jquery-deparam,,(api-error),no sarif,no sarif,no export api,,,,,no loc
GHSA-xp9c-82x8-7f67,@node-red/runtime,1.2.7,Prototype Pollution in Node-Red,,(api-error),no sarif,no sarif,no export api,,,,,no loc
GHSA-xprv-wvh7-qqqx,parse-server,4.10.18,Parse Server vulnerable to Prototype Pollution via Cloud Code Webhooks or Cloud Code Triggers,,,no sarif,no sarif,no export api,,,,,no loc
GHSA-xvch-5gv4-984h,minimist,1.2.5,Prototype Pollution in minimist,,,6,no sarif,no export api,,,,,no loc
SNYK-JS-2O3TUTILITY-7417404,2o3t-utility,0.1.2,"Prototype Pollution Affecting 2o3t-utility package, versions *",,,2,no sarif,no export api,,,,,no loc
SNYK-JS-ABIPSPCOMMON-7417996,@abip/sp-common,0.5.4,"Prototype Pollution Affecting @abip/sp-common package, versions *",,(api-error),7,no sarif,no export api,,,,,no loc
SNYK-JS-AGREEJSSHARED-7417398,@agreejs/shared,0.0.1,"Prototype Pollution Affecting @agreejs/shared package, versions *",,y,2,no sarif,no export api,,,,,no loc
SNYK-JS-AJAXREQUEST-8706726,ajax-request,1.2.3,"Prototype Pollution Affecting ajax-request package, versions *",,,3,no sarif,no export api,,,,,no loc
SNYK-JS-ALEXBINARYOBJECTDEEPASSIGN-7268042,@alexbinary/object-deep-assign,1.0.11,"Prototype Pollution Affecting @alexbinary/object-deep-assign package, versions *",,,no sarif,no sarif,no export api,,,,,no loc
SNYK-JS-APOLLOGATEWAY-174915,@apollo/gateway,0.6.1,"Prototype Pollution Affecting @apollo/gateway package, versions <0.6.2",,(api-error),no sarif,no sarif,no export api,,,,,no loc
SNYK-JS-C3UTILS1-7417399,@c3/utils-1,1.0.131,"Prototype Pollution Affecting @c3/utils-1 package, versions *",,,no sarif,no sarif,no export api,,,,,no loc
SNYK-JS-CAHILUTILS-7417401,@cahil/utils,2.3.2,"Prototype Pollution Affecting @cahil/utils package, versions *",,,no sarif,no sarif,no export api,,,,,no loc
SNYK-JS-CHARTIST-7850459,chartist,1.3.0,"Prototype Pollution Affecting chartist package, versions <1.3.1",,,0,no sarif,no export api,,,,,no loc
SNYK-JS-CHASEMOSKALSNAPSTATE-7575313,@chasemoskal/snapstate,0.0.9,"Prototype Pollution Affecting @chasemoskal/snapstate package, versions *",,y,1,no sarif,no export api,,,,,no loc
SNYK-JS-CLIUTIL-8706724,cli-util,1.1.27,"Prototype Pollution Affecting cli-util package, versions *",,(api-error),no sarif,no sarif,no export api,,,,,no loc
SNYK-JS-DOTPROPERTIES-8706723,dot-properties,1.0.1,"Prototype Pollution Affecting dot-properties package, versions <1.0.2",,y,4,no sarif,no export api,,,,,no loc
SNYK-JS-DOTQS-8709975,dot-qs,0.2.0,"Prototype Pollution Affecting dot-qs package, versions *",,,no sarif,no sarif,no export api,,,,,no loc
SNYK-JS-INTLIFYCOREBASE-9376704,@intlify/core-base,9.1.10,"Prototype Pollution Affecting @intlify/core-base package, versions >=9.1.0 <9.1.11",,(api-error),no sarif,no sarif,no export api,,,,,no loc
SNYK-JS-LODASHZIPOBJECTDEEP-6139238,lodash.zipobjectdeep,4.4.2,"Prototype Pollution Affecting lodash.zipobjectdeep package, versions *",,,no sarif,no sarif,no export api,,,,,no loc
SNYK-JS-NODEOPCUAALARMCONDITION-8708050,node-opcua-alarm-condition,2.134.0,"Prototype Pollution Affecting node-opcua-alarm-condition package, versions <2.137.0",,(api-error),no sarif,no sarif,no export api,,,,,no loc
SNYK-JS-PARSEGITCONFIG-9403763,parse-git-config,3.0.0,"Prototype Pollution Affecting parse-git-config package, versions *",,(api-error),no sarif,no sarif,no export api,,,,,no loc
SNYK-JS-PHPDATEFORMATTER-8709964,php-date-formatter,1.3.6,"Prototype Pollution Affecting php-date-formatter package, versions <1.3.7",,,0,no sarif,no export api,,,,,no loc
SNYK-JS-PHPPARSER-8709963,php-parser,3.2.5,"Prototype Pollution Affecting php-parser package, versions *",,y,6,no sarif,no export api,,,,,no loc
SNYK-JS-REDOC-8664933,redoc,2.3.0,"Prototype Pollution Affecting redoc package, versions <2.4.0",,,0,no sarif,no export api,,,,,no loc
SNYK-JS-STRYKERMUTATORUTIL-8706737,@stryker-mutator/util,8.7.0,"Prototype Pollution Affecting @stryker-mutator/util package, versions <8.7.1",,(api-error),no sarif,no sarif,no export api,,,,,no loc
snyk-js-syncfusionej2spreadsheet-8706813,syncfusionej2spreadsheet,,SNYK vulnerability: SNYK-JS-SYNCFUSIONEJ2SPREADSHEET-8706813,,,no sarif,no sarif,no export api,,,,,no loc
SNYK-JS-TANSTACKFORMCORE-8706814,@tanstack/form-core,0.42.0,"Prototype Pollution Affecting @tanstack/form-core package, versions <0.42.1",,y,2,no sarif,no export api,,,,,no loc
SNYK-JS-UNDERSCORECONTRIB-8706728,underscore-contrib,0.3.0,"Prototype Pollution Affecting underscore-contrib package, versions *",,y,9,no sarif,no export api,,,,,no loc
SNYK-JS-UTILE-8706797,utile,0.3.0,"Prototype Pollution Affecting utile package, versions *",,(api-error),no sarif,no sarif,no export api,,,,,no loc
SNYK-JS-WHETEXTEND-3178372,whet.extend,0.9.9,"Prototype Pollution Affecting whet.extend package, versions *",,(api-error),no sarif,no sarif,no export api,,,,,no loc
SNYK-JS-XEUTILS-8708047,xe-utils,3.7.1,"Prototype Pollution Affecting xe-utils package, versions <3.7.2",,,26,no sarif,no export api,,,,,no loc
